Store,elasticity,r2
1049,-0.047594366083997836,0.592491271398166
1050,-0.04148525508535725,0.5462046583300448
1051,-0.06299438931784784,0.6730488573734812
1052,-0.05977679439098381,0.6035234351188759
1054,-0.06815174438866309,0.6335856503994959
1056,-0.02493584105558236,0.5826608870348895
1058,-0.06524525114864214,0.6038102651228565
1060,-0.049393926799459004,0.5816110698368455
1062,-0.060454201449379685,0.6594775812281537
1065,-0.06218490186884417,0.6563636138148008
1068,-0.024800383994541042,0.44414644049340546
1069,-0.08410706417238206,0.5880203578895198
1071,-0.04979889129416643,0.6083455771742725
1072,-0.07310737504858139,0.6480374274069887
1073,-0.045822317633026965,0.6153214768251516
1074,-0.05523564026634003,0.5463301930377384
1076,-0.043676643444611286,0.5321266835719479
1077,-0.07288406178343157,0.6569276162539783
1078,-0.06812156418807291,0.6665658794757916
1079,-0.0741790817568192,0.6883710451123053
1080,-0.026002818222857597,0.4250596914638627
1083,-0.01964897340095756,0.5448650894871774
1084,-0.029807224131445542,0.45705325580230205
1086,-0.09589814827333029,0.7294293926806344
1088,-0.08200874118225991,0.6454074901249867
1090,-0.09600460540022808,0.6742365552776315
1092,-0.007319076973014663,0.34783695867170894
1094,-0.004027943487270758,0.33817895061285075
1095,-0.06867102210222255,0.6615540292380802
1096,-0.04086514491172371,0.570554805907256
1099,-0.05096142743389079,0.49048909105403493
1100,-0.09842419072856065,0.7042622577811788
1102,-0.02675531432152086,0.4770034319899559
1103,-0.042091423788228916,0.572002028171339
1104,-0.028036113082425,0.47933363764033177
1105,-0.047713496991894075,0.5897880926715331
1106,-0.06269762839922688,0.6764826803001998
1107,-0.07029188904384231,0.6462904975742848
1109,-0.07066019709284535,0.6455105204658721
1111,-0.0812620880463053,0.6695798708718914
1115,-0.030667205136816478,0.5623527792532569
